lot_id,commodity,temperature,humidity,moisture_content,co2_level,oleoresin_content,colour_score,storage_days,initial_quality_grade,grade_ordinal,risk_score,risk_level
L-0611,chilli,25.033757433341854,75.2607467584214,11.038244192121555,783.4257809951202,6.471333014845108,60.6057060464604,63.205186708393946,B,1,96.8,critical
L-0612,chilli,22.002842746915697,81.87606123267118,11.649479851753936,603.5632688695597,7.013349954899857,71.10359624948195,38.25437235119601,B,1,76.3,high
L-0613,chilli,32.73437820774035,69.00114078642433,10.986195166947015,621.0988603989347,5.291109079912601,62.01661137908492,7.0477159849533315,C,2,89.5,critical
L-0614,chilli,25.6234371918318,55.64188812144651,10.77184829815549,531.3295541300251,4.547535298605222,61.677478205785256,31.269102486953017,C,2,92.8,critical
L-0615,chilli,31.17129397317009,74.37758778911709,9.963239222267882,864.1696150971328,7.474960773693878,72.19022931489711,76.62854737580706,A,0,88.6,critical
L-0616,chilli,24.98962846023982,58.51060301046126,9.248314659932523,591.7518366024299,8.300681139607775,75.20876540282872,23.230433409702233,B,1,7.2,healthy
L-0617,chilli,26.48403638888859,55.488461809134655,11.017489228067182,677.8099291135375,6.355165820726165,83.25933863352152,38.34002947099705,B,1,76.1,high
L-0618,chilli,26.67207001856505,60.99063364398714,10.327217930600543,740.3094223348581,6.97744489058516,85.5562830193984,24.07200126425305,A,0,30.8,moderate
L-0619,chilli,28.15259092540903,49.815921820981146,7.256368167089838,663.0990522980387,7.065485304113754,80.15325567033419,44.73111980155397,A,0,15.6,healthy
L-0620,chilli,26.946734161574074,56.021905849712965,8.82672225665167,576.7206217233963,8.15299178839279,89.70988321043649,15.396295742627125,A,0,21.4,healthy
L-0621,chilli,26.700505170879048,75.54132111115503,10.351347690333737,568.9102043728118,8.096797630439799,81.26668375140402,0.3140740711880127,B,1,45.0,moderate
L-0622,chilli,33.9891509219828,54.74317681621459,9.050392375809869,798.1152542761747,6.173393464853686,78.24650469821447,10.411003833164184,B,1,44.8,moderate
L-0623,chilli,31.257566183259808,61.50958234337705,11.38535147275855,704.2952286477542,4.850474234298593,66.5100398387194,20.875909550102335,C,2,88.6,critical
L-0624,chilli,29.604887130914154,46.28111857363226,10.556909237508593,554.1972128386735,6.5155087978112896,70.80694772369696,28.884241062346057,B,1,22.4,healthy
L-0625,chilli,18.802182405938762,60.29626810519284,10.587940137586036,535.0368390950327,6.068608365568412,69.76921070305238,21.5823453555783,C,2,23.9,healthy
L-0626,chilli,21.99792360049158,51.6905220794398,9.01307580079875,483.0232241640397,7.57623405125192,88.22964677356582,21.222556127257754,A,0,4.8,healthy
L-0627,chilli,29.099844936984944,51.276284771983875,9.758344258059326,670.888061260709,4.870918277285409,61.15485162678798,63.57733050817994,B,1,87.5,critical
L-0628,chilli,27.53468804389746,61.17853799914542,8.453608134233901,684.3780118598665,8.365539531161815,88.07847513323004,12.116273706238289,A,0,10.3,healthy
L-0629,chilli,24.30671953764875,71.39275610143827,11.225389464481873,722.4480010796029,7.336048415641439,80.50978425713437,31.431250299090838,B,1,60.2,high
L-0630,chilli,23.80628134083595,66.65889311208528,9.316603286208874,466.81047960409404,6.5038076294919644,78.19977338504088,7.546205138142323,B,1,14.8,healthy
L-0631,chilli,32.29164039710218,66.94202948515178,11.67348405404279,785.45441724755,4.642144267967732,54.69858130095023,51.48780292459033,C,2,99.2,critical
L-0632,chilli,27.818851011962792,55.75769938440853,10.802804620030258,709.4636153256466,5.797459881262163,69.24426390983209,37.52232064547453,B,1,84.8,critical
L-0633,chilli,28.398877759870338,59.47604174416898,9.559659264129598,885.0259711733725,5.911858713728378,60.72797529977098,114.80852827276907,A,0,90.9,critical
L-0634,chilli,25.309928022319315,72.69602559569681,10.352251725027065,553.1374747788304,8.829204815413958,93.38948369363443,11.670683401565311,A,0,15.7,healthy
L-0635,chilli,23.06484741583814,54.85152528324657,7.634455183278656,657.5037049263059,6.784655170869321,73.1501531069829,92.08709719861962,A,0,10.8,healthy
L-0636,chilli,26.567859088107888,72.0083472339767,9.67249326492181,556.0823715661709,7.947783072947869,83.6546486085061,13.23537736982173,A,0,34.9,moderate
L-0637,chilli,27.841017375746155,68.37163655067177,10.491265360572404,555.9748218275759,7.51084691303289,72.62408997376038,23.083387418890872,B,1,35.0,moderate
L-0638,chilli,25.252546390334196,52.3382310943867,8.9789100080833,593.8366436499026,6.433268502693296,78.37196428569843,8.92707684239527,B,1,12.7,healthy
L-0639,chilli,25.62889415077753,51.82651608387155,9.702387346907345,976.4506556792105,4.470114250176651,55.75462961437794,113.81580187791806,B,1,94.9,critical
L-0640,chilli,25.521486140784766,59.22640419953996,10.718603916238136,676.7888319620174,5.466478397217036,64.2605859890453,41.8470145881377,C,2,82.3,critical
L-0641,chilli,30.08333981264405,51.71876603144583,10.324528700852044,737.4583926398868,6.4815893159014975,67.00091789953467,42.17778148028724,B,1,66.3,high
L-0642,chilli,21.270476451582702,55.47778705503259,10.163726852375778,551.0955034794458,7.602427907693175,73.77690238606412,14.394577878720977,B,1,26.6,healthy
L-0643,chilli,27.922641216860328,75.2262322029611,9.349985162990373,561.773062132913,8.058318455196185,89.50755144301068,2.123474695918532,A,0,12.4,healthy
L-0644,chilli,24.289394217246127,55.54170000269187,8.817275886556107,672.7122341905244,7.142644723636081,94.35767601359007,22.30834001496465,A,0,7.5,healthy
L-0645,chilli,24.434099891684543,71.82800840400053,10.18355777548538,495.0870651477787,7.131186696712258,78.56062992421472,18.929739321885986,B,1,19.1,healthy
L-0646,chilli,23.884296709120427,56.488254713813255,11.964110804469207,570.0043582862118,6.161086156772199,66.11703862777343,4.455028995772799,C,2,81.4,critical
L-0647,chilli,24.729054223887797,81.22716684280573,10.764075559324546,594.7852840484655,8.135872534978258,87.36607883456003,23.552235194398865,A,0,42.3,moderate
L-0648,chilli,26.932291732322952,51.3360684676003,9.005543334887047,568.2967797945146,6.880726282464078,77.48767206481429,31.4767340412278,B,1,19.2,healthy
L-0649,chilli,22.59614420116793,59.034455237244245,8.963951600047018,746.248539900968,6.662980571407431,77.81409636391164,43.95649237355979,B,1,46.6,moderate
L-0650,chilli,22.17523691500494,58.23671373187422,8.152254904485684,624.2884570085387,8.270210106722892,86.2376800472085,2.6097768732941398,A,0,4.5,healthy
L-0651,chilli,31.50617115844839,52.31065247697667,8.716600711827162,619.77050021636,7.59709111779624,88.7313123902668,9.500856055091,A,0,28.8,healthy
L-0652,chilli,25.46505454958975,74.60509122384506,11.567705860961125,610.8722471412627,4.86437784398706,64.61976202759402,14.86464722245435,C,2,88.3,critical
L-0653,chilli,26.28742354145188,65.84224350466185,10.6570881385687,754.6510616865289,6.529942931346041,71.30926913539656,65.53360842037223,B,1,88.8,critical
L-0654,chilli,25.228501619586865,68.76806228648819,9.419176954100681,706.1354206343244,7.517636490847621,78.83022781256788,64.66688486641206,A,0,58.0,moderate
L-0655,chilli,25.264495352429428,48.824661569817884,10.87088623186955,607.8760429636924,5.505174359487482,56.70527187463922,40.17922621636298,C,2,91.1,critical
L-0656,chilli,22.80753240271754,71.15131585203953,9.215724901592273,478.62254745995733,8.711528351987683,84.44605208136628,23.2097869280606,A,0,13.9,healthy
L-0657,chilli,30.60310531449366,52.917801589253656,10.016431979847832,942.9341499752421,4.706239462793157,54.456234994288565,68.36571007766453,C,2,96.8,critical
L-0658,chilli,24.475587221257022,50.093589252488115,8.993105765767213,613.961864901371,8.160895599775138,85.3243449673621,36.58527685600262,A,0,19.8,healthy
L-0659,chilli,18.17838123051562,66.95148213843727,10.022305093572058,652.3711098289198,5.507836506009297,67.77368125292332,65.74441694352366,B,1,76.7,high
L-0660,chilli,26.171703910279454,61.18861368970822,8.432732215840423,594.6666371477771,6.6696403179667145,84.98832764074433,41.56062588030277,A,0,22.2,healthy
L-0661,chilli,25.583120912719753,57.339367347178815,8.912538156277494,549.1207443661149,8.388445906388627,93.10959671917612,5.262998407929295,A,0,1.8,healthy
L-0662,chilli,23.481765690786986,71.76306788841983,11.181420256985383,411.0025920871928,6.015288623095623,69.17013808701752,2.0743397749010937,C,2,77.7,high
L-0663,chilli,26.743639377736848,68.27166220655839,7.937862645004743,544.5685922973856,8.32680868270031,80.57482555293389,21.297455412594605,A,0,19.4,healthy
L-0664,chilli,17.5579180087241,75.90836660319034,9.316454388403312,514.8072361518447,7.31107501537954,74.57535209182345,56.038674821644044,A,0,42.1,moderate
L-0665,chilli,32.55296875720138,46.9999254583894,8.81035817584505,751.692094246221,7.896078373445139,83.48244670086692,18.717429417039966,A,0,17.5,healthy
L-0666,chilli,26.239773213021135,74.68372512479051,12.008865400129803,781.8230079338061,5.2290998335059475,67.98941902751257,77.60801593731283,B,1,99.1,critical
L-0667,chilli,24.567827792804017,73.65000505267462,10.899751865918489,644.5080232251253,5.967598298595316,75.80286051628505,52.48553814798478,B,1,80.0,critical
L-0668,chilli,27.05698035744406,56.89514937111597,9.888447037634887,671.2352527407794,4.677966499901196,55.94190265033372,72.9606782639301,C,2,91.6,critical
L-0669,chilli,26.0738968003591,43.03980529680658,8.218231075927276,532.5164395175336,8.05814368608805,91.28867354409707,21.801496869232082,A,0,3.2,healthy
L-0670,chilli,27.749319028107426,44.91554677764028,7.950285709772937,555.9077610249057,8.485309382132016,90.04708885527847,12.519905032961557,A,0,1.0,healthy
L-0671,chilli,23.50844002729845,54.93396956349882,9.460065897644977,586.6852033960871,8.400025688212232,81.92330553341252,10.804911573142066,A,0,33.6,moderate
L-0672,chilli,22.831899263031413,71.24710238386218,9.718202818388457,619.7755607756892,5.912040918052422,74.19772034534172,44.490720361218315,B,1,58.3,moderate
L-0673,chilli,35.07934509044246,56.67401268849601,10.337473588562023,651.8747212961918,5.132268134555286,59.66723875647504,5.832826326836247,C,2,89.3,critical
L-0674,chilli,28.028809955005784,56.79258541801467,10.261012187728426,597.2234551259526,7.3354453538550874,74.49187405104968,6.287175326808982,B,1,63.1,high
L-0675,chilli,27.062163384068015,54.87437884342751,10.315106533984883,581.2628974145191,7.992962830229661,77.23026586528763,17.76236534862916,B,1,18.8,healthy
L-0676,chilli,30.069221570756447,44.87293823406006,9.157102573126709,839.0155600566446,7.628452055925674,83.41277068594692,35.55308199097267,A,0,33.0,moderate
L-0677,chilli,27.237547751026117,69.51480497551871,10.965803677723198,569.9809910801254,6.0932294281719575,67.24545772834388,15.093399333853595,C,2,87.0,critical
L-0678,chilli,28.57699082566854,56.53674208107259,8.65892397985623,772.1570977730721,4.879558333128628,68.39695727940727,64.76726667891428,B,1,60.6,high
L-0679,chilli,19.46797758402354,81.06435719910215,11.66291476443122,805.282121267696,6.773743908386851,78.32021543219906,73.6803020157573,A,0,80.0,critical
L-0680,chilli,23.85686624764247,65.30696734745257,8.33958425781481,463.38433352265923,9.342400805668415,91.28872400608512,0.9630136677964101,A,0,1.2,healthy
L-0681,chilli,27.05289978077398,66.49405739333844,9.785572662921542,695.6727582531493,8.128807308339686,80.10244696822716,42.15114286382397,A,0,54.9,moderate
L-0682,chilli,24.725976244817783,57.54786565213353,10.108732634393647,546.925735993719,6.190861264419615,91.03637417620664,18.79738600626387,A,0,24.1,healthy
L-0683,chilli,26.614226107310053,57.85931232643573,9.264092056777828,734.2196693656998,8.034493167592695,77.69145569664718,57.84693256240362,A,0,62.7,high
L-0684,chilli,18.947246250524973,49.86136661847033,8.756115496415797,559.7030999994115,7.039520040062947,74.76100670316241,43.21879959017191,B,1,1.8,healthy
L-0685,chilli,22.257531779807437,48.3564535037974,9.485312227297353,578.3656888353952,5.811421227723631,79.74953518281362,34.28585068631338,B,1,24.3,healthy
L-0686,chilli,22.416631183493926,70.53765860683993,9.241172688370968,493.01408830107897,8.761319404894959,81.98093743641165,27.08307215334769,A,0,8.3,healthy
L-0687,chilli,26.993507025933617,53.648524767520215,7.961652296259003,669.4170106024383,7.14021177043781,88.36979734725742,6.322984147350699,A,0,8.2,healthy
L-0688,chilli,29.756265306903806,63.7897313441108,10.318325493065995,1054.8711981711588,3.8554788603309227,40.199912788323985,120.0,C,2,99.9,critical
L-0689,chilli,29.896230905344567,59.41993519188156,9.569686777537658,518.0658675603229,6.3627510567040995,75.29446893524931,9.387624427823088,B,1,24.2,healthy
L-0690,chilli,24.152206974013442,59.64302440139259,9.895013745634085,796.711743985047,4.2089781715586305,57.987832083772304,92.76356322034052,B,1,88.4,critical
L-0691,chilli,29.43013947299455,48.4475641300982,8.275986276565742,612.3150676053667,7.829018841330457,81.68475262855193,49.45307659698722,A,0,14.7,healthy
L-0692,chilli,29.539186913935396,62.02137680258103,10.440890442180407,696.3053976791191,6.000006639027793,69.64112161560173,19.629881527976686,C,2,73.4,high
L-0693,chilli,27.087665999093996,60.76461180585509,8.267690896685925,587.1052856609143,8.271854212691629,87.9528399575418,17.155495532388457,A,0,12.9,healthy
L-0694,chilli,26.14267517593834,65.70062611311421,9.791746748730002,550.6653555281275,8.51559427549579,98.54532151405415,6.014133715762288,A,0,10.1,healthy
L-0695,chilli,24.175733840839595,53.29503798368127,10.225349859407448,563.6324679337266,4.594478368778854,62.26648409631263,30.922856304938175,C,2,77.0,high
L-0696,chilli,23.362877599091746,61.00344683752287,10.144597109750983,492.603637924274,6.2050696312074525,91.91501919124482,5.7266184218843215,B,1,22.4,healthy
L-0697,chilli,22.818545337322384,75.72979292818023,11.963308476237772,832.5931312165578,6.2669700061555975,68.31104515495818,67.36406568124428,B,1,95.6,critical
L-0698,chilli,26.65456185944951,63.14152445564271,10.47312271529592,738.5631937717592,7.257405491368268,74.01290550928655,36.94557252379683,B,1,67.0,high
L-0699,chilli,26.52718699080754,69.45423196917858,10.544482678261856,696.8052845772226,7.096424135642138,73.56064111642793,29.32988363218582,B,1,60.0,high
L-0700,chilli,23.9268266198703,61.71124382058405,9.060939851552725,503.9765021171405,7.190050545426901,85.70000721791378,32.381427208779364,A,0,11.9,healthy
L-0701,chilli,29.01287312357355,76.50716061834045,10.482417652337471,701.4941880176231,6.461372918160074,84.6781368536484,38.08419484196109,A,0,94.1,critical
L-0702,chilli,26.00522973320617,59.5086327138699,8.622256412440038,607.1767845699596,7.715380205218406,86.24721985459172,22.732780641946277,A,0,4.7,healthy
L-0703,chilli,26.360442754604463,65.5613096071522,9.509974047543212,571.4735457792108,7.114463942836343,90.59275909732277,25.3499881791276,A,0,8.1,healthy
L-0704,chilli,24.562863395238193,64.11887996968007,11.006048994257045,806.7726791777196,3.704096102401384,47.282789875951295,99.5331244024993,C,2,99.2,critical
L-0705,chilli,28.66030173478274,52.068244910933224,8.340768898220539,655.6443920055681,7.260674910166771,76.50556438492953,62.76174973591386,A,0,40.0,moderate
L-0706,chilli,21.446856216796096,45.02865935613477,8.795571168011817,693.1424215223217,5.827439682760675,69.9265014672969,47.93313526427808,B,1,29.1,healthy
L-0707,chilli,25.18323331469761,69.36267879580562,9.214219137407195,506.083732209553,7.1977969114461136,81.16192560302734,19.634373148160677,B,1,28.4,healthy
L-0708,chilli,25.121319154232776,46.09191015766551,9.967364282791449,530.9409665781335,6.745203616565184,83.87606440710421,3.5562534158340555,B,1,3.9,healthy
L-0709,chilli,24.334816423038767,62.82546186162923,9.255500927148367,632.8185624873174,6.970471848348753,79.7157737447568,43.96489869216489,A,0,23.3,healthy
L-0710,chilli,26.07945964238574,65.75711051594006,9.86015126474587,630.7104072984519,6.415674207196061,70.62461164106328,32.30974615339986,B,1,62.1,high
L-0711,chilli,20.942629236305702,63.92121839197528,10.066472338534265,525.9351608284012,4.437427855362651,75.12463029549463,24.886544605768062,C,2,67.6,high
L-0712,chilli,25.9400933587558,56.30457756781567,9.31592303633871,663.6402687819348,7.1347200437497,74.48973074454514,28.224137767188523,B,1,22.0,healthy
L-0713,chilli,20.483372079213026,52.96065879729883,10.4050038501123,489.81498145110015,7.153509260063501,75.78425620697153,9.969204053402,B,1,16.9,healthy
L-0714,chilli,28.378284494586726,61.810761795617815,11.285831944798332,578.0582657663015,5.503060708839307,62.59207559914335,13.107087568565532,C,2,93.7,critical
L-0715,chilli,24.84276511793583,58.050974881305706,10.539854575756856,751.8202407137253,6.22762825039595,66.28608607753581,62.850257184098965,B,1,65.7,high
L-0716,chilli,22.055960113309126,46.10776044250173,9.330857136196041,403.7543452402808,8.748258006498867,97.64258287982348,2.408379566483652,A,0,0.9,healthy
L-0717,chilli,32.09874511601108,79.96926308354426,10.653100876416703,858.7950123771648,5.381746382244087,63.2549566926077,56.671382860253445,B,1,95.7,critical
L-0718,chilli,25.144256274696378,50.7823056106201,8.986833577640317,714.6314269917902,7.443227526068847,75.92570644130544,79.99883312627438,A,0,37.7,moderate
L-0719,chilli,20.479315699326428,49.89820492631421,10.053486448966382,565.9616186590824,6.753529625873471,71.6055316259966,43.28454279714785,B,1,30.4,moderate
L-0720,chilli,20.031532139665153,56.30472507019428,10.036539056401125,622.0231407312726,4.950834065776333,63.84880687926288,41.724727845448356,C,2,41.3,moderate
L-0721,chilli,30.99230999819876,73.34414781564453,10.592213937625706,622.7883190744233,7.064026065372074,71.78810923043287,12.996191725196402,B,1,80.6,critical
L-0722,chilli,32.86824312246139,42.13271635241415,7.781887401332327,638.7623477413238,7.294229995408257,82.37203113800727,14.91792269748501,A,0,13.1,healthy
L-0723,chilli,19.25330459450828,62.663849033407644,7.838112762033996,554.5755738017326,7.630861227547205,86.35210805944219,21.070817431012877,A,0,1.5,healthy
L-0724,chilli,24.678567395975204,52.55946729572781,9.919336779740188,478.58643594610965,6.13851358457774,67.1031206970968,7.942309296823249,C,2,38.0,moderate
L-0725,chilli,26.86006348764602,57.14694866549755,8.491436158157708,608.1379588609318,7.837400380126809,93.52461893232267,13.910375658063217,A,0,3.4,healthy
L-0726,chilli,25.746253151415466,52.89197220791831,8.410408876635278,668.5759354055755,8.565547143859966,84.28468347398618,32.21824879923047,A,0,5.4,healthy
L-0727,chilli,24.784129509380648,77.60272962077795,9.590775756383296,646.8467186186492,8.413491182922582,89.54156718166865,19.984012803117885,A,0,23.0,healthy
L-0728,chilli,23.513632997027027,60.06540609118565,9.711188596998538,739.3813821579736,7.360767114559856,80.03004201151816,34.44973044588833,A,0,44.7,moderate
L-0729,chilli,28.078789804997097,55.12963371322562,9.15905184292183,711.61753375946,5.552028493801305,68.1343378801843,62.68591196225804,B,1,82.8,critical
L-0730,chilli,21.192205182433806,59.450407801699384,9.263198609307365,515.8546928541534,6.179690833164964,68.0045310448438,34.24447378642125,B,1,20.0,healthy
L-0731,chilli,28.256208184605665,58.48633629565732,8.291142630248027,719.9259303540105,6.504184309875369,85.65153246372472,42.07260943928214,A,0,65.8,high
L-0732,chilli,18.903622048252558,59.16969846236784,9.453110803219543,503.1704230698928,8.495837635848059,91.73328609619433,5.611323937993636,A,0,4.2,healthy
L-0733,chilli,23.855687451536205,63.84095369073434,9.067109563489273,638.3200903039016,7.5575394060378605,79.92535430529419,61.902473618703944,A,0,21.3,healthy
L-0734,chilli,18.997487582235326,55.3561622891607,9.370127129754987,476.36228317240216,8.635223986549002,93.21897996562535,5.4344873170518575,A,0,1.9,healthy
L-0735,chilli,24.085516367171266,46.174604324958516,9.073441199473173,721.7105133092175,8.465152342474449,85.83457193397105,18.790293888684488,A,0,12.7,healthy
L-0736,chilli,24.387067067766896,60.98182446204712,9.791277147738914,547.3022262747826,8.13823331578357,74.30978390560362,10.485044910738749,B,1,10.7,healthy
L-0737,chilli,29.89688135258741,60.94102367793558,9.80480928530169,650.1604782230047,8.133724476393313,85.0312821075828,3.583997869926478,A,0,36.8,moderate
L-0738,chilli,26.752196150353438,52.950702664648766,8.090952556255681,716.8276314686381,7.295415275932819,88.53351172517664,32.8789715884718,A,0,4.4,healthy
L-0739,chilli,27.561240862297804,64.27812907849506,9.55030836022151,846.8050896311422,7.211007036571802,82.18415921337127,44.79879129775195,A,0,43.1,moderate
L-0740,chilli,25.66412949925222,66.30126684078357,9.367470750774194,797.2584725005657,6.639863606124704,68.56275219899163,81.41966937241973,A,0,81.7,critical
L-0741,chilli,21.7111755871391,56.426754969092634,9.555290754532088,663.0934794186691,9.211699005699108,82.18571283273181,36.59792156885061,A,0,4.9,healthy
L-0742,chilli,21.091323590334643,69.30786237678085,8.884206452881507,452.65717489677746,9.02936828091524,87.7062019031288,13.829661461936587,A,0,2.9,healthy
L-0743,chilli,24.416645959675144,41.264522217136275,10.760291288512057,583.2707908376666,5.852251430974589,64.73915457555589,19.5726907432503,C,2,33.3,moderate
L-0744,chilli,26.769649420395353,53.95007732631991,9.379625884733867,525.8366832362791,8.291938744064048,91.4891611658536,4.34155234019928,A,0,12.6,healthy
L-0745,chilli,24.67840013642923,71.90235955218004,10.99260020132097,481.9233832529861,8.000688113478615,72.42515953263076,21.40635568329839,B,1,47.1,moderate
L-0746,chilli,23.52074150852379,73.81298292552302,11.2978349708373,517.3835728328772,6.404216762998493,69.19728989487207,28.989542092747726,B,1,93.5,critical
L-0747,chilli,23.700997337005766,83.54010076421119,11.852300270981926,713.7525373928439,7.206620256421261,86.72440219664853,43.40942227972885,A,0,90.6,critical
L-0748,chilli,23.670894439458692,61.26639052591026,8.783999445163387,673.5637736606013,8.232897875489464,75.24783904215828,52.278675813370086,A,0,24.6,healthy
L-0749,chilli,25.475462002966744,66.67677422283543,9.918369198112114,604.6782664625251,6.287641274685293,70.91144020008146,42.35666210602224,B,1,76.1,high
L-0750,chilli,27.932579743370557,66.37244386160124,9.57637351423371,689.5031215538613,8.047393102910304,83.44376110196652,12.470059168632217,B,1,30.5,moderate
L-0751,chilli,25.660187929208274,72.20523044209855,9.365388821061783,486.1021341876081,8.406212337344094,84.40714443886796,9.255805052455646,A,0,7.4,healthy
L-0752,chilli,25.597113581303564,62.178537927450606,9.389334809809434,696.2288566820165,7.004012898619076,78.35843683766122,49.592996356997524,A,0,27.1,healthy
L-0753,chilli,26.822454589453933,72.70838495948806,8.425892209742118,523.875554633888,8.223732691299547,95.38194207829413,3.418998190047711,A,0,3.3,healthy
L-0754,chilli,27.90349409982565,64.48675661611388,10.756881494270798,983.1615935182879,3.977874336000522,56.46962177591185,108.8313119078665,B,1,97.4,critical
L-0755,chilli,30.280737168573857,64.72627732212038,9.34842391156001,689.6759538551295,6.614813947199119,73.25059347160779,15.069452879862874,B,1,53.4,moderate
L-0756,chilli,25.9394126092707,50.35995087083654,8.315364553620574,753.3385407423835,7.634365329917472,78.57317300484294,68.00897338672242,A,0,12.0,healthy
L-0757,chilli,31.426101057971053,55.48918563419749,9.051586396559786,699.9295003697841,7.949585745339649,83.93332960189912,17.679182358633174,A,0,35.4,moderate
L-0758,chilli,22.39955397816536,56.0082434417711,9.993213998356577,671.784028207661,4.793138002926155,64.36971496484496,45.58159807659194,C,2,75.5,high
L-0759,chilli,25.235388710965076,51.75870329591145,10.287300125937389,475.92233868305976,7.979296632845728,92.50392762488701,9.603436836523583,A,0,7.3,healthy
L-0760,chilli,20.420812399863223,43.081878688371496,9.402839513631072,615.2601090023742,7.155517274812846,74.23615144688095,30.39181516955786,B,1,7.0,healthy
L-0761,chilli,27.523457532490784,56.56709034419905,8.661250274092684,499.05316172102425,7.53525894376861,79.08998579690513,4.713469726997743,B,1,13.6,healthy
L-0762,chilli,27.196283305735825,58.177567535131004,8.952145973625294,651.7712859157991,8.039189029588655,83.41075114793769,38.09898670124065,A,0,20.2,healthy
L-0763,chilli,16.539949070457094,62.02042423337741,9.995708655903783,407.46990894517523,8.423937475037587,93.60160154277348,9.431564080663222,A,0,1.7,healthy
L-0764,chilli,29.556235566017893,59.87915136197911,10.442738840280953,639.7924958052228,7.732772199473813,85.1517794573823,11.016858498842725,A,0,46.6,moderate
L-0765,chilli,28.585988985304205,58.91890209331943,11.021314041507356,617.2654198463171,5.197078040298029,66.15013622291877,20.481554121811715,C,2,84.9,critical
L-0766,chilli,28.186766471843136,53.59026584185911,7.753369177101395,606.6591778912461,6.627433712975135,86.72718450989443,24.216542797312954,A,0,6.1,healthy
L-0767,chilli,20.5245470693178,51.86251643796336,9.516646762003388,690.076846599161,8.394836320489244,82.14478841993369,43.458272483260274,A,0,6.3,healthy
L-0768,chilli,28.568728172399883,65.19070176784004,8.662610618514032,600.3274641000113,9.267947193788874,74.47016757643517,40.29253634514663,A,0,10.9,healthy
L-0769,chilli,27.107126120078075,57.59487668911515,9.080133006667769,643.4910229230164,7.310676236806871,90.50149262836764,32.939819913213924,A,0,38.0,moderate
L-0770,chilli,28.090900231952507,52.51305027320528,9.233698945427196,666.6645514882396,5.49837627419217,68.12229597817121,56.54414165324502,B,1,43.8,moderate
L-0771,chilli,24.78043002975943,57.11220184677717,8.723948383269176,664.2969670061307,8.196181734620136,77.65196684789308,39.45177721921232,A,0,20.6,healthy
L-0772,chilli,26.902551540272988,50.03299007015133,8.551491424776268,612.5326024345293,6.431482969720596,78.17177242425916,41.610659472099734,B,1,46.9,moderate
L-0773,chilli,31.670063277166868,57.49766001539889,9.827340010740395,646.9654744753905,7.035440018631018,82.7076530410533,10.918572129500937,B,1,32.5,moderate
L-0774,chilli,26.2875940296379,56.375559089775045,10.216754072343383,667.8531987208331,5.970806191154237,72.80242888924921,59.66859232939298,B,1,63.6,high
L-0775,chilli,27.795427171431836,57.86465108241884,7.829432895332349,762.3433178165924,7.942261068849851,79.04243284534863,54.54675544706668,A,0,17.8,healthy
L-0776,chilli,31.035513641821762,64.9959688223211,11.86458953036454,754.4030907937142,5.7443293403809665,56.151286416613544,34.189627003888575,C,2,99.2,critical
L-0777,chilli,23.759149484313014,57.5509483179573,8.892251267506458,661.4387184514289,6.381620657813088,67.16796642441875,53.13578382865687,B,1,34.1,moderate
L-0778,chilli,22.469637051161428,72.54601678904251,9.812827502363975,625.5958990482744,9.42158169300775,82.47627300194144,28.557095578145137,A,0,28.5,healthy
L-0779,chilli,29.968162150391166,68.62119219794596,11.400255316899418,862.3625525113189,5.3094631630587,59.07702470825008,84.2576280436868,B,1,98.5,critical
L-0780,chilli,30.630689325302445,78.34961861090774,12.06255695419501,699.9929464566868,5.208924356298044,56.51959371492503,31.793374685619618,C,2,98.8,critical
L-0781,chilli,31.9768843884027,66.89154782345058,9.432756332323345,711.2438076850158,6.608641779910366,75.52969699082257,27.784101226888254,A,0,77.7,high
L-0782,chilli,29.3202972599329,65.86184498884104,9.937488038248176,606.3635442140544,4.498402258881294,61.253584442133835,39.66815723756771,C,2,85.6,critical
L-0783,chilli,19.03695771951393,59.40237292864554,9.258772546211649,632.9190184804664,5.877926759906589,61.19122566633833,96.40203707400433,B,1,41.8,moderate
L-0784,chilli,23.850990185348532,65.72919137430422,9.53866877570983,508.07722390628254,6.6529603375495725,74.81901116223503,18.180795778969753,B,1,23.6,healthy
L-0785,chilli,25.28377663502043,52.26561998565026,10.58380351608162,592.611469915108,4.197618729873889,60.104699461739024,37.73791219730198,C,2,85.2,critical
L-0786,chilli,23.96001695126746,49.87953496727353,8.523103118608507,532.3510748651506,7.641307324092698,92.3383571393398,19.388607169849806,A,0,12.0,healthy
L-0787,chilli,31.958645500802415,74.2355597138442,10.824181529664726,751.3497303683197,7.073627731189829,63.38795343523513,27.755686508312913,B,1,97.9,critical
L-0788,chilli,23.287626574166094,48.01636942667931,8.780509533439075,574.8273990344726,8.632766426012985,90.68441116814245,13.773113647055954,A,0,0.9,healthy
L-0789,chilli,34.29215659945644,69.48922954104474,10.7796576777095,911.3539437320126,5.833114070706196,65.08994351339283,40.79848214612627,B,1,98.1,critical
L-0790,chilli,26.30528761254621,53.81020928664779,9.218146577310913,623.46628097432,5.621360943669638,76.56840735017192,29.767622839177196,B,1,25.5,healthy
L-0791,chilli,23.080197165048723,69.56837608332425,9.208904156118397,658.8507591225604,7.514456289775706,83.50125698750718,52.33338019871838,A,0,46.7,moderate
